Symbol,Name,LastSale,MarketCap,ADR_TSO,IPOyear,Sector,Industry,Summary_Quote
KRC,Kilroy Realty Corporation,74.25,7497284900,n/a,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/krc
KRP,Kimbell Royalty Partners,16.1,755246894.5,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/krp
KMB,Kimberly-Clark Corporation,135.42,46556763589,n/a,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/kmb
KIM,Kimco Realty Corporation,17.95,7575625880,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/kim
KIM^I,Kimco Realty Corporation,25.1,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^i
KIM^J,Kimco Realty Corporation,25.09,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^j
KIM^K,Kimco Realty Corporation,24.99,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^k
KIM^L,Kimco Realty Corporation,24.44,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^l
KIM^M,Kimco Realty Corporation,24.57,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kim^m
KMI,"Kinder Morgan, Inc.",20.88,47266944903,n/a,2011,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/kmi
KFS,"Kingsway Financial Services, Inc.",2.38,53264823.64,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kfs
KGC,Kinross Gold Corporation,3.65,4570870947,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/kgc
KEX,Kirby Corporation,78.8,4720198800,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/kex
KL,Kirkland Lake Gold Ltd.,41.51,8717584380,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/kl
KRG,Kite Realty Group Trust,14.91,1251499030,n/a,2004,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/krg
KKR,KKR & Co. Inc.,25.88,21806202181,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/kkr
KKR^A,KKR & Co. Inc.,26.69,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kkr^a
KKR^B,KKR & Co. Inc.,26.57,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kkr^b
KIO,KKR Income Opportunities Fund,15.72,319749751.8,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/kio
KREF,KKR Real Estate Finance Trust Inc.,19.99,1147666540,n/a,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/kref
KNX,"Knight Transportation, Inc.",32.94,5702532449,n/a,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/knx
KNL,"Knoll, Inc.",23.2,1154379290,n/a,2004,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/knl
KNOP,KNOT Offshore Partners LP,19.1,624457195.4,n/a,2013,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/knop
KN,Knowles Corporation,18.36,1668963492,n/a,2014,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/kn
KSS,Kohl&#39;s Corporation,47.85,7752938262,n/a,1992,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/kss
PHG,Koninklijke Philips N.V.,44.06,40130288556,n/a,n/a,Energy,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/phg
KTB,"Kontoor Brands, Inc.",29.33,1669495628,n/a,2019,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ktb
KOP,Koppers Holdings Inc.,30.03,620057848.4,n/a,2006,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/kop
KEP,Korea Electric Power Corporation,10.98,14097531131,n/a,1994,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/kep
KF,"Korea Fund, Inc. (The)",28.81,149827874.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kf
KFY,Korn Ferry ,39.43,2225074330,n/a,1999,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/kfy
KOS,Kosmos Energy Ltd.,6.41,2572357461,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/kos
KRA,Kraton Corporation,31.47,1007532033,n/a,2009,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kra
KR,Kroger Company (The),21.6,17424335801,n/a,n/a,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/kr
KRO,Kronos Worldwide Inc,15.57,1804682858,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kro
KT,KT Corporation,12.35,6055178522,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/kt
LB,"L Brands, Inc.",26.61,7353419082,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/lb
SCX,L.S. Starrett Company (The),6.895,47517788.85,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/scx
LHX,"L3Harris Technologies, Inc.",178.15,21044075106,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lhx
LH,Laboratory Corporation of America Holdings,175.03,17240455000,n/a,n/a,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/lh
LADR,Ladder Capital Corp,16.58,1985563019,n/a,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ladr
LAIX,LAIX Inc.,10.48,515115380.9,n/a,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/laix
LW,"Lamb Weston Holdings, Inc.",62.53,9146507342,n/a,2016,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lw
LCI,Lannett Co Inc,6.05,237907888.9,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lci
LPI,"Laredo Petroleum, Inc.",2.98,704934239.7,n/a,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lpi
LVS,Las Vegas Sands Corp.,61.97,47890693378,n/a,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/lvs
LTM,LATAM Airlines Group S.A.,9.32,5651719699,n/a,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/ltm
LGI,Lazard Global Total Return and Income Fund,16.2,155604839.4,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/lgi
LAZ,Lazard Ltd.,34.77,3838698367,n/a,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/laz
LOR,"Lazard World Dividend & Income Fund, Inc.",10.06,69214640.98,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/lor
LZB,La-Z-Boy Incorporated,31.35,1467916756,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/lzb
LCII,LCI Industries ,90.02,2251820323,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/lcii
LEAF,Leaf Group Ltd.,7.08,183045774.8,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/leaf
LEA,Lear Corporation,138.34,8613208874,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/lea
LEE,"Lee Enterprises, Incorporated",2.24,129298832.3,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/lee
LGC,Legacy Acquisition Corp.,10.1,378750000,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lgc
LGC.U,Legacy Acquisition Corp.,n/a,0,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/lgc.u
LGC.WS,Legacy Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lgc.ws
LM,"Legg Mason, Inc.",37.7,3264914966,n/a,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/lm
LMHA,"Legg Mason, Inc.",26.63,0,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/lmha
LMHB,"Legg Mason, Inc.",24.95,0,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/lmhb
LEG,"Leggett & Platt, Incorporated",38.72,5082722593,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/leg
JBK,Lehman ABS Corporation,27.62,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbk
KTH,Lehman ABS Corporation,31.2691,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/kth
KTN,Lehman ABS Corporation,31.9849,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ktn
KTP,Lehman ABS Corporation,7.001,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/ktp
LDOS,"Leidos Holdings, Inc.",80.17,11561514682,n/a,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ldos
LEJU,Leju Holdings Limited,1.37,185996627.9,n/a,2014,Finance,Real Estate,https://www.nasdaq.com/symbol/leju
LC,LendingClub Corporation,3.1,1338958978,n/a,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lc
LEN,Lennar Corporation,48.08,15538221546,n/a,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/len
LEN.B,Lennar Corporation,n/a,0,n/a,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/len.b
LII,"Lennox International, Inc.",283.11,11102913421,n/a,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lii
LHC,Leo Holdings Corp.,10.23,255750000,n/a,2018,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/lhc
LHC.U,Leo Holdings Corp.,n/a,0,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/lhc.u
LHC.WS,Leo Holdings Corp.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lhc.ws
LEVI,Levi Strauss & Co,21.25,8340616224,n/a,2019,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/levi
LXP,Lexington Realty Trust,9.32,2188973777,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lxp
LXP^C,Lexington Realty Trust,53.76,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lxp^c
LPL,"LG Display Co., Ltd.",7.54,5395860756,n/a,2004,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lpl
USA,Liberty All-Star Equity Fund,6.44,1293228662,n/a,1986,n/a,n/a,https://www.nasdaq.com/symbol/usa
ASG,"Liberty All-Star Growth Fund, Inc.",5.89,218537429.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/asg
LBRT,Liberty Oilfield Services Inc.,15.85,1783641266,n/a,2018,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/lbrt
LPT,Liberty Property Trust,50.08,7425699390,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lpt
LSI,"Life Storage, Inc.",94.94,4427308823,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lsi
LITB,"LightInTheBox Holding Co., Ltd.",1.4531,97689274.17,n/a,2013,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/litb
LNC,Lincoln National Corporation,65.54,13261578375,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/lnc
LNC.WS,Lincoln National Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lnc.ws
LIN,Linde plc,203,1.10182E+11,n/a,2018,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lin
LNN,Lindsay Corporation,81.51,879194491.9,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lnn
LN,LINE Corporation,28.6,6827557537,n/a,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ln
LINX,Linx S.A.,9.03,1434061596,n/a,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/linx
LGF.A,Lions Gate Entertainment Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lgf.a
LGF.B,Lions Gate Entertainment Corporation,n/a,0,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/lgf.b
LAD,"Lithia Motors, Inc.",119.84,2774257172,n/a,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lad
LAC,Lithium Americas Corp.,3.99,354982176.4,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/lac
LYV,"Live Nation Entertainment, Inc.",67.16,14072532926,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/lyv
LTHM,Livent Corporation,6.95,1014709250,n/a,2018,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lthm
RAMP,"LiveRamp Holdings, Inc.",47.36,3266525618,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/ramp
LYG,Lloyds Banking Group Plc,2.88,50944863692,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/lyg
SCD,LMP Capital and Income Fund Inc.,13.51,242954788.3,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/scd
LMT,Lockheed Martin Corporation,361.47,1.02129E+11,n/a,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/lmt
L,Loews Corporation,55.6,16930529986,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/l
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima,11.86,1413774834,n/a,2017,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/loma
LPX,Louisiana-Pacific Corporation,26.38,3256473165,n/a,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/lpx
LOW,"Lowe&#39;s Companies, Inc.",102.2,80014064665,n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/low
LXU,Lsb Industries Inc.,3.79,109036916.7,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lxu
LKSD,"LSC Communications, Inc.",3.72,124657263.2,n/a,2016,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/lksd
LTC,"LTC Properties, Inc.",45.6,1812084492,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ltc
LUB,"Luby&#39;s, Inc.",1.1,32863370.1,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/lub
LL,"Lumber Liquidators Holdings, Inc",11.07,317545950,n/a,2007,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/ll
LXFR,Luxfer Holdings PLC,24.91,677463569.5,n/a,2012,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lxfr
LDL,"Lydall, Inc.",20.37,357102294.2,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ldl
WLH,Lyon William Homes,18.6,703328607.6,n/a,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/wlh
LYB,LyondellBasell Industries NV,87.28,32322160285,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/lyb
MTB,M&T Bank Corporation,170.81,23336431662,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mtb
MTB^,M&T Bank Corporation,1025,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb^
MTB^C,M&T Bank Corporation,1032.5,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtb^c
MDC,"M.D.C. Holdings, Inc.",33.11,2036956668,n/a,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mdc
MHO,"M/I Homes, Inc.",28.74,792328059.2,n/a,1993,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mho
MAC,Macerich Company (The),32.44,4581779633,n/a,1994,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mac
CLI,Mack-Cali Realty Corporation,23.24,2099459303,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cli
MFD,Macquarie First Trust Global,10.32,88209601.44,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/mfd
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,23.79,296620690.5,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/mgu
MIC,Macquarie Infrastructure Corporation ,40.61,3494279287,n/a,2004,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mic
BMA,Macro Bank Inc.,71.55,4574890830,n/a,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/bma
M,Macy&#39;s Inc,21.39,6606761663,n/a,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/m
MCN,Madison Covered Call & Equity Strategy Fund,6.62,138668636.9,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/mcn
MMP,Magellan Midstream Partners L.P.,64.05,14629239563,n/a,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/mmp
MGA,"Magna International, Inc.",48.63,15437977628,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mga
MX,MagnaChip Semiconductor Corporation,10.61,363119260.7,n/a,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/mx
MGY,Magnolia Oil & Gas Corporation,11.7,2932975235,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mgy
MGY.WS,Magnolia Oil & Gas Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mgy.ws
MH^A,"Maiden Holdings, Ltd.",5.75,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^a
MH^C,"Maiden Holdings, Ltd.",5,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^c
MH^D,"Maiden Holdings, Ltd.",5.09,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mh^d
MHLA,"Maiden Holdings, Ltd.",16.14,0,n/a,2016,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhla
MHNC,"Maiden Holdings, Ltd.",21.5,0,n/a,2013,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhnc
MAIN,Main Street Capital Corporation,41.2,2584113234,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/main
MMD,MainStay MacKay DefinedTerm Municipal Opportunitie,20.9,576048119.9,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/mmd
MNK,Mallinckrodt plc,9.09,761867623.8,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnk
MANU,Manchester United Ltd.,18.21,2996025562,n/a,2012,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/manu
MTW,"Manitowoc Company, Inc. (The)",17.95,642395443.7,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/mtw
MN,"Manning & Napier, Inc.",1.77,27692703.15,n/a,2011,Finance,Investment Managers,https://www.nasdaq.com/symbol/mn
MAN,ManpowerGroup,97.1,5808618906,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/man
MFC,Manulife Financial Corp,18.34,35956797496,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/mfc
MRO,Marathon Oil Corporation,14.25,11655305152,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mro
MPC,Marathon Petroleum Corporation,55.12,36523504215,n/a,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/mpc
MMI,"Marcus & Millichap, Inc.",30.77,1201475298,n/a,2013,Finance,Real Estate,https://www.nasdaq.com/symbol/mmi
MCS,Marcus Corporation (The),32.67,1009246998,n/a,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/mcs
MPX,Marine Products Corporation,15.32,522797650.4,n/a,n/a,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mpx
HZO,"MarineMax, Inc.",16.64,380038730.2,n/a,1998,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/hzo
MKL,Markel Corporation,1104.47,15292229861,n/a,1986,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mkl
VAC,Marriott Vacations Worldwide Corporation,97.19,4356793958,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/vac
MMC,"Marsh & McLennan Companies, Inc.",100.83,51144889111,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/mmc
MLM,"Martin Marietta Materials, Inc.",228.09,14277085304,n/a,1994,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/mlm
MAS,Masco Corporation,39.57,11615728944,n/a,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/mas
DOOR,Masonite International Corporation,53.54,1346342486,n/a,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/door
MTZ,"MasTec, Inc.",51.77,3949111167,n/a,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/mtz
MA,Mastercard Incorporated,266.77,2.72484E+11,n/a,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ma
MTDR,Matador Resources Company,19.55,2279494947,n/a,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mtdr
MTRN,Materion Corporation,66.65,1356639422,n/a,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/mtrn
MATX,"Matson, Inc.",39.25,1680934748,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/matx
MLP,"Maui Land & Pineapple Company, Inc.",10.14,195699272.3,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/mlp
MAXR,Maxar Technologies Inc.,7.92,471988321.2,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/maxr
MMS,"Maximus, Inc.",72.61,4633305455,n/a,1997,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mms
MXL,"MaxLinear, Inc",24.32,1717080257,n/a,2010,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxl
MEC,"Mayville Engineering Company, Inc.",13.74,272679821.8,n/a,2019,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/mec
MBI,"MBIA, Inc.",9.31,839580017.4,n/a,1987,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mbi
MKC,"McCormick & Company, Incorporated",155.7,20553589704,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mkc
MKC.V,"McCormick & Company, Incorporated",n/a,0,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mkc.v
MDR,"McDermott International, Inc.",9.74,1769356790,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mdr
MCD,McDonald&#39;s Corporation,206.3,1.57522E+11,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/mcd
MUX,McEwen Mining Inc.,1.65,597230236.4,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/mux
MCK,McKesson Corporation,134.24,25019260964,n/a,n/a,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/mck
MDU,"MDU Resources Group, Inc.",25.59,5068952261,n/a,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/mdu
MTL,Mechel PAO,2.08,519505889.8,n/a,2004,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/mtl
MTL^,Mechel PAO,1,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mtl^
MPW,"Medical Properties Trust, Inc.",17.46,6886649029,n/a,2005,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mpw
MED,MEDIFAST INC,122.99,1463295540,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/med
MCC,Medley Capital Corporation,2.34,127469653.7,n/a,2011,n/a,n/a,https://www.nasdaq.com/symbol/mcc
MCV,Medley Capital Corporation,22.2835,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mcv
MCX,Medley Capital Corporation,23.2,0,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/mcx
MDLQ,Medley LLC,16.5,0,n/a,2017,Finance,Investment Managers,https://www.nasdaq.com/symbol/mdlq
MDLX,Medley LLC,16.1604,0,n/a,2016,Finance,Investment Managers,https://www.nasdaq.com/symbol/mdlx
MDLY,Medley Management Inc.,2.48,75697952.64,n/a,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/mdly
MD,"Mednax, Inc",24.9,2154787062,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/md
MDT,Medtronic plc,98.1,1.31567E+11,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/mdt
MFAC,Megalith Financial Acquisition Corp.,10.08,213303998.9,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mfac
MFAC.U,Megalith Financial Acquisition Corp.,n/a,0,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/mfac.u
MFAC.WS,Megalith Financial Acquisition Corp.,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mfac.ws
MRK,"Merck & Company, Inc.",84.75,2.18201E+11,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrk
MCY,Mercury General Corporation,63.33,3505478701,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mcy
MDP,Meredith Corporation,54.5,2461698892,n/a,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/mdp
MTH,Meritage Corporation,52.03,1990883308,n/a,n/a,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/mth
MTOR,"Meritor, Inc.",23.79,1986347430,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mtor
MER^K,"Merrill Lynch & Co., Inc.",26.3891,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mer^k
PIY,"Merrill Lynch Depositor, Inc.",13.3266,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/piy
MTR,Mesa Royalty Trust,11.4601,21356927.76,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mtr
MSB,Mesabi Trust,29.82,391238698.2,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/msb
MEI,"Methode Electronics, Inc.",28.89,1070646788,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mei
MET,"MetLife, Inc.",50.49,47984148280,n/a,2000,Finance,Life Insurance,https://www.nasdaq.com/symbol/met
MET^A,"MetLife, Inc.",23.62,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/met^a
MET^E,"MetLife, Inc.",25.97,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/met^e
MCB,Metropolitan Bank Holding Corp.,44.44,369777107.5,n/a,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/mcb
MTD,"Mettler-Toledo International, Inc.",844.33,20942158468,n/a,1997,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/mtd
